Sklep,Produkt ID,rating
11,1.090356E7,0.04415823367065318
1,1.090356E7,0.04314329738058552
15,1.2001177E7,0.037019458946369245
13,1.2001177E7,0.03669008587041374
14,9.0000018E7,0.03514376996805112
12,9.0000009E7,0.03333333333333333
10,9.0000009E7,0.029439696106362774
12,1.2001177E7,0.026984126984126985
10,1.2001177E7,0.026590693257359924
14,1.2001177E7,0.025559105431309903
14,1.0900358E7,0.023961661341853034
12,1.090356E7,0.023809523809523808
10,9.0000018E7,0.023741690408357077
1,1.2001177E7,0.023112480739599383
1,1.0916694E7,0.02157164869029276
11,1.2001177E7,0.021159153633854646
12,1.0904204E7,0.020634920634920634
14,9.0000009E7,0.01757188498402556
10,1.0904204E7,0.017094017094017096
12,9.0000018E7,0.015873015873015872
11,9.0000018E7,0.015639374425023
13,9.0000009E7,0.01483216237314598
13,1.0930599E7,0.01405152224824356
1,8.0401072E7,0.01386748844375963
1,1.0969756E7,0.01386748844375963
15,9.0000009E7,0.012814428096820124
14,1.0904204E7,0.012779552715654952
14,1.0988216E7,0.012779552715654952
14,1.092878E7,0.012779552715654952
12,8.0400478E7,0.012698412698412698
1,9.0000009E7,0.012326656394453005
1,8.0400478E7,0.012326656394453005
11,9.0000009E7,0.011959521619135235
11,1.0975792E7,0.011959521619135235
11,1.0988171E7,0.011959521619135235
13,8.0400478E7,0.0117096018735363
10,9.0900341E7,0.011396011396011397
14,8.0400478E7,0.011182108626198083
12,8.0401072E7,0.011111111111111112
11,9.0900341E7,0.011039558417663294
11,1.0900595E7,0.011039558417663294
15,8.0400478E7,0.01044138585666825
14,1.0988169E7,0.009584664536741214
15,9.0000018E7,0.009492168960607499
13,1.000548E7,0.00936768149882904
13,1.0001613E7,0.00936768149882904
15,1.0971013E7,0.009017560512577124
13,9.0000018E7,0.00858704137392662
10,1.0925101E7,0.008547008547008548
10,1.092878E7,0.008547008547008548
10,1.0929939E7,0.008547008547008548
15,1.000161E7,0.00854295206454675
15,1.0001613E7,0.00854295206454675
11,1.0925101E7,0.00827966881324747
11,1.0982977E7,0.00827966881324747
11,1.2001204E7,0.00827966881324747
15,1.0901547E7,0.008068343616516375
15,1.0904204E7,0.008068343616516375
15,8.0401072E7,0.008068343616516375
14,1.0928694E7,0.007987220447284345
14,1.2000385E7,0.007987220447284345
14,8.0400591E7,0.007987220447284345
12,1.0929557E7,0.007936507936507936
12,8.0401332E7,0.007936507936507936
12,8.0410003E7,0.007936507936507936
12,1.0931091E7,0.007936507936507936
12,1.0004855E7,0.007936507936507936
12,1.0900358E7,0.007936507936507936
12,9.0900341E7,0.007936507936507936
13,1.0931408E7,0.0078064012490242
13,1.0932687E7,0.0078064012490242
13,8.0401086E7,0.0078064012490242
1,1.0988474E7,0.007704160246533128
1,1.0988271E7,0.007704160246533128
1,9.0000035E7,0.007704160246533128
1,1.0988183E7,0.007704160246533128
1,1.091784E7,0.007704160246533128
1,1.0931592E7,0.007704160246533128
1,1.098821E7,0.007704160246533128
10,1.0931712E7,0.007597340930674264
10,8.0400478E7,0.007597340930674264
10,1.0900358E7,0.007597340930674264
10,8.0401086E7,0.007597340930674264
15,8.0400482E7,0.007593735168485999
15,8.0401086E7,0.007593735168485999
11,9.0000035E7,0.007359705611775529
15,8.0410313E7,0.007119126720455624
13,8.0401073E7,0.00702576112412178
10,1.0919011E7,0.006647673314339981
10,9.0000035E7,0.006647673314339981
10,1.0988474E7,0.006647673314339981
15,1.0900595E7,0.006644518272425249
11,1.0975514E7,0.006439742410303588
11,1.000161E7,0.006439742410303588
11,1.0906738E7,0.006439742410303588
14,1.0931783E7,0.006389776357827476
14,1.0920356E7,0.006389776357827476
14,1.0925101E7,0.006389776357827476
14,8.0401086E7,0.006389776357827476
14,1.0988219E7,0.006389776357827476
14,1.0932373E7,0.006389776357827476
14,1.0917212E7,0.006389776357827476
14,1.0928881E7,0.006389776357827476
14,1.0988261E7,0.006389776357827476
14,1.0000856E7,0.006389776357827476
12,8.0401144E7,0.006349206349206349
12,9.0000035E7,0.006349206349206349
12,1.0988193E7,0.006349206349206349
12,1.0925101E7,0.006349206349206349
12,1.0000073E7,0.006349206349206349
12,1.0975577E7,0.006349206349206349
12,1.0000072E7,0.006349206349206349
12,1.0928828E7,0.006349206349206349
13,1.0983322E7,0.00624512099921936
13,8.0401072E7,0.00624512099921936
13,8.0400587E7,0.00624512099921936
15,1.0005483E7,0.006169909824394874
1,1.0931552E7,0.0061633281972265025
1,1.0990698E7,0.0061633281972265025
1,1.0901891E7,0.0061633281972265025
1,9.0000018E7,0.0061633281972265025
1,1.0907955E7,0.0061633281972265025
10,1.0931421E7,0.005698005698005698
10,1.0902668E7,0.005698005698005698
10,1.0988169E7,0.005698005698005698
10,1.0988949E7,0.005698005698005698
10,1.0901547E7,0.005698005698005698
10,1.0926078E7,0.005698005698005698
15,1.0918366E7,0.005695301376364499
15,1.0931592E7,0.005695301376364499
11,1.0901547E7,0.005519779208831647
11,1.0988167E7,0.005519779208831647
11,1.0914488E7,0.005519779208831647
11,1.0983322E7,0.005519779208831647
11,1.098288E7,0.005519779208831647
11,1.0930759E7,0.005519779208831647
11,1.0988216E7,0.005519779208831647
13,1.0982977E7,0.00546448087431694
13,1.0900595E7,0.00546448087431694
13,1.0922094E7,0.00546448087431694
13,1.0930629E7,0.00546448087431694
13,1.0969745E7,0.00546448087431694
15,1.0922094E7,0.005220692928334125
15,8.0400587E7,0.005220692928334125
15,1.0900358E7,0.005220692928334125
14,1.2000522E7,0.004792332268370607
14,1.0928825E7,0.004792332268370607
14,8.0100154E7,0.004792332268370607
14,1.0902732E7,0.004792332268370607
14,1.0001372E7,0.004792332268370607
14,1.2000562E7,0.004792332268370607
14,1.2000344E7,0.004792332268370607
14,1.0931593E7,0.004792332268370607
14,1.2001622E7,0.004792332268370607
14,1.0931091E7,0.004792332268370607
14,1.0988474E7,0.004792332268370607
14,1.0988215E7,0.004792332268370607
14,1.0988271E7,0.004792332268370607
14,1.0914259E7,0.004792332268370607
14,1.0901547E7,0.004792332268370607
14,1.2000516E7,0.004792332268370607
14,1.0931595E7,0.004792332268370607
14,1.0925019E7,0.004792332268370607
14,1.0987928E7,0.004792332268370607
14,1.0901233E7,0.004792332268370607
14,1.0937214E7,0.004792332268370607
14,1.0930628E7,0.004792332268370607
14,1.0988172E7,0.004792332268370607
14,1.0975514E7,0.004792332268370607
14,1.0930405E7,0.004792332268370607
14,1.0969746E7,0.004792332268370607
14,8.0410051E7,0.004792332268370607
14,1.091784E7,0.004792332268370607
14,1.0931685E7,0.004792332268370607
14,1.0931712E7,0.004792332268370607
14,1.0990323E7,0.004792332268370607
14,1.0931397E7,0.004792332268370607
14,9.0900341E7,0.004792332268370607
12,1.0902031E7,0.004761904761904762
12,1.0916694E7,0.004761904761904762
12,1.0988257E7,0.004761904761904762
12,1.0974964E7,0.004761904761904762
12,2.0000235E7,0.004761904761904762
12,1.096912E7,0.004761904761904762
12,8.0401086E7,0.004761904761904762
12,2.0000147E7,0.004761904761904762
12,1.0931232E7,0.004761904761904762
12,1.0932239E7,0.004761904761904762
12,8.0300003E7,0.004761904761904762
12,1.0931408E7,0.004761904761904762
12,1.0988212E7,0.004761904761904762
12,1.093412E7,0.004761904761904762
12,1.0902227E7,0.004761904761904762
12,1.0981181E7,0.004761904761904762
12,1.2002E7,0.004761904761904762
12,1.091483E7,0.004761904761904762
12,2.0000267E7,0.004761904761904762
12,1.0953645E7,0.004761904761904762
12,1.0988474E7,0.004761904761904762
10,1.0916094E7,0.004748338081671415
10,8.040047E7,0.004748338081671415
10,1.0981802E7,0.004748338081671415
10,1.0930757E7,0.004748338081671415
10,1.093111E7,0.004748338081671415
10,1.0930628E7,0.004748338081671415
10,1.0981181E7,0.004748338081671415
10,1.0929211E7,0.004748338081671415
10,1.0931593E7,0.004748338081671415
15,1.0001612E7,0.004746084480303749
15,9.0000035E7,0.004746084480303749
15,1.0930628E7,0.004746084480303749
15,1.0914488E7,0.004746084480303749
15,1.0953312E7,0.004746084480303749
13,1.0916694E7,0.00468384074941452
13,1.0988185E7,0.00468384074941452
13,1.0988183E7,0.00468384074941452
1,1.0990649E7,0.004622496147919877
1,1.0902587E7,0.004622496147919877
1,1.0927674E7,0.004622496147919877
1,1.0975514E7,0.004622496147919877
1,1.0904204E7,0.004622496147919877
1,1.0920865E7,0.004622496147919877
1,1.0989869E7,0.004622496147919877
1,1.09882E7,0.004622496147919877
1,1.0988169E7,0.004622496147919877
1,1.0917442E7,0.004622496147919877
1,1.0985765E7,0.004622496147919877
1,1.0931272E7,0.004622496147919877
1,1.0906738E7,0.004622496147919877
1,1.0988219E7,0.004622496147919877
1,1.0000489E7,0.004622496147919877
1,1.0918117E7,0.004622496147919877
1,8.0401473E7,0.004622496147919877
1,1.0928694E7,0.004622496147919877
1,1.0926809E7,0.004622496147919877
1,1.0988185E7,0.004622496147919877
1,1.0000072E7,0.004622496147919877
1,1.0975093E7,0.004622496147919877
1,1.0929557E7,0.004622496147919877
1,1.0000532E7,0.004622496147919877
1,1.0931408E7,0.004622496147919877
11,1.0001612E7,0.004599816007359705
11,1.0916694E7,0.004599816007359705
11,1.0988169E7,0.004599816007359705
13,1.098817E7,0.0039032006245121
13,1.0900358E7,0.0039032006245121
