Produkt ID,Jednostka miary,Waga brutto,Waga netto,Jednostka wagi,Objetosc,Długosc,Szerokosc,Wysokosc,Indeks wymiar jednostka,Zawartosc,Zawartosc netto,Zawartosc brutto,Marka wlasna,OKRES_PRZYDATNOSCI_DNI,JEDNOSTKA_MIARY_MAGAZYN,LICZNIK_PRZELICZ_ZAWARTOSCI,MIANOWNIK_PRZELICZ_ZAWARTOSCI,PRZELICZNIK_ZAWARTOSCI,Liczba sztuk na palecie,Liczba sztuk w opakowaniu,Liczba sztuk w kartonie,Liczba sztuk w warstwie (palety),Cena zakupu,VAT
9000003294,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003534,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003774,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004014,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004254,ST,0,0,KG,5.04,4200,1600,750,MM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004494,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004734,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004974,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005214,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005454,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005694,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006174,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006654,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006894,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007134,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007374,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007614,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007854,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008094,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008334,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008574,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008814,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009054,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009294,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009774,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010014,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010254,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010494,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010734,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010974,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011214,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011454,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011694,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000116,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000356,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000596,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000836,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001316,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001556,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001796,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002036,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002276,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002516,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002756,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002996,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003236,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003476,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003716,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003956,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004196,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004436,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004676,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004916,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005156,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005396,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005636,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005876,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006116,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006356,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006596,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006836,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10007076,ST,0.45,0.45,KG,0.4,5,8,10,CM,,0,0,  ,0,ST,1,1,1,543,3,3,0,XXX,XXX
10007316,ST,1.06,1.06,KG,1.97,7.2,9.6,28.5,CM,,0,0,  ,0,ST,1,1,1,640,,,,XXX,XXX
10007556,ST,0.038,0.038,KG,0.044,2,11,2,CM,KG,0.038,0.038,  ,0,OPA,36,1,36,15552,36,36,0,XXX,XXX
10008036,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008276,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008516,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008996,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009236,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009476,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009716,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009956,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10901570,ST,2,2,KG,2.97,9,10,33,CM,L,2,2,  ,270,OPA,6,1,6,384,6,6,0,XXX,XXX
10902530,ST,0.1,0.1,KG,0.549,6.5,6.5,13,CM,KG,0.1,0.1,  ,1080,OPA,6,1,6,2160,6,6,0,XXX,XXX
10902770,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10903010,ST,1,1,KG,3.042,26,26,4.5,CM,,0,0,  ,14,OPA,1,1,1,0,1,3,0,XXX,XXX
10903250,KG,1,1,KG,8.179,24,14.2,24,CM,KG,1,1,  ,21,OPA,1,1,1,0,1,30,0,XXX,XXX
10903970,ST,0.463,0.463,KG,514.5,7,7,10.5,CM,KG,0.28,0.28,  ,365,OPA,8,1,8,1440,8,8,720,XXX,XXX
10904210,ST,0,0,KG,0,0,0,0,,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
10904450,ST,0.06,0.06,KG,0.345,23,7.5,2,CM,,0,0,  ,0,OPA,4,1,4,8100,4,100,0,XXX,XXX
10904930,ST,0.11,0.11,KG,0.013,0.07,11,17,CM,,0,0,  ,0,ST,1,1,1,0,1,240,0,XXX,XXX
10905170,ST,0.238,0.238,KG,0.38,5,5,15.2,CM,L,0.2,0.2,  ,180,OPA,6,1,6,2304,6,6,0,XXX,XXX
10905890,ST,0.1,0.1,KG,0.5,1,20,25,CM,KG,0.12,0.12,  ,0,ST,1,1,1,1800,1,100,0,XXX,XXX
10906370,ST,0.04,0.04,KG,0.555,18.5,12,2.5,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10906610,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10906850,ST,2.6,2.6,KG,14.784,21,32,22,CM,,0,0,  ,0,ST,1,1,1,0,1,2,0,XXX,XXX
10907090,ST,0.22,0.22,KG,3.595,6.7,37,14.5,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10907330,ST,0.09,0.09,KG,0.125,5,5,5,CM,,0,0,  ,0,ST,1,1,1,6048,1,36,0,XXX,XXX
10907570,ST,39.2,39.2,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10907810,ST,0.532,0.532,KG,0,0,0,0,CM,L,0.5,0.5,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10908050,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10908290,ST,0.18,0.18,KG,6.02,28,5,43,CM,,0,0,  ,0,ST,1,1,1,0,1,10,0,XXX,XXX
10908530,ST,0.23,0.23,KG,0.84,10,6,14,CM,,0,0,  ,0,ST,1,1,1,0,1,10,0,XXX,XXX
10908770,ST,0.15,0.15,KG,0.85,34,25,1,CM,,0,0,  ,0,ST,1,1,1,0,1,10,0,XXX,XXX
10909010,ST,0.23,0.23,KG,0.099,0.5,11,18,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10909490,ST,1.01,1.01,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,8,0,XXX,XXX
10909730,ST,13,13,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10909970,ST,0.34,0.34,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,6,0,XXX,XXX
10910210,ST,4.5,4.5,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,50,0,XXX,XXX
10910450,ST,0.4,0.4,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10910690,ST,0.374,0.374,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,10,0,XXX,XXX
10912130,ST,1,1,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10912370,ST,0.052,0.052,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,6,0,XXX,XXX
10913090,ST,0.29,0.29,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10913810,ST,0.001,0.001,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10914290,ST,0.5,0.5,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10915010,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10915730,ST,0.105,0.105,KG,1.087,3.8,18.1,15.8,CM,KG,0.1,0.1,  ,220,OPA,10,1,10,1600,10,10,0,XXX,XXX
10916210,ST,0.038,0.038,KG,0.102,17.1,3.9,1.53,CM,KG,0.038,0.038,  ,270,OPA,35,1,35,11760,35,280,0,XXX,XXX
10917890,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10918130,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10918610,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10920290,ST,0.12,0.12,KG,0.548,7.3,5,15,CM,L,0.019,0.019,  ,720,OPA,1,1,1,2340,1,6,1404,XXX,XXX
10920770,ST,0.25,0.25,KG,0.561,4.6,8.3,14.7,CM,KG,0.25,0.25,  ,365,OPA,12,1,12,768,12,12,96,XXX,XXX
10921010,ST,0.48,0.48,KG,0.613,7,7,12.5,CM,L,0.305,0.305,  ,720,OPA,6,1,6,1680,6,6,168,XXX,XXX
10921730,KG,1,1,KG,0.05,10,5,1,CM,KG,1,1,  ,7,KG,1,1,1,0,,,,XXX,XXX
10921970,KG,1,1,KG,15.444,39,36,11,CM,KG,1,1,  ,5,KG,1,1,1,0,,,,XXX,XXX
10922210,KG,1,1,KG,8.832,16,24,23,CM,KG,1,1,  ,7,KG,1,1,1,0,,,,XXX,XXX
10923170,ST,1,1,KG,1.406,7.5,7.5,25,CM,L,1,1,  ,7,ST,1,1,1,504,6,6,0,XXX,XXX
10923890,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10924370,ST,0.55,0.55,KG,1.98,9,20,11,CM,KG,0.5,0.55,  ,21,ST,1,1,1,0,8,8,0,XXX,XXX
10925090,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10925330,ST,1,1,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10926050,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10927490,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10928210,ST,0.15,0.15,KG,0.891,11,18,4.5,CM,KG,0.15,0.15,  ,7,ST,1,1,1,0,,,,XXX,XXX
10928690,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10929650,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10930850,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10932290,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10932770,KG,0,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10933010,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,ST,1,1,1,0,,,,XXX,XXX
10933250,KG,1,1,KG,0.675,9,5,15,CM,KG,1,1,  ,2,KG,1,1,1,0,,,,XXX,XXX
10933490,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10934450,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10934690,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10935170,ST,0.33,0.33,KG,0,0,0,0,CM,L,0.33,0.33,  ,0,ST,1,1,1,0,,,,XXX,XXX
10935410,ST,3,3,KG,0,0,0,0,CM,KG,3,3,  ,0,ST,1,1,1,0,,,,XXX,XXX
10936850,ST,2.1,2.1,KG,0.594,6,6,16.5,CM,L,0.3,0.3,  ,405,ST,1,1,1,0,3,3,0,XXX,XXX
10937330,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,4,KG,1,1,1,0,,,,XXX,XXX
10937570,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10937810,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,40,KG,1,1,1,0,,,,XXX,XXX
10938050,ST,0.4,0.4,KG,0,0,0,0,CM,KG,0.4,0.4,  ,18,ST,1,1,1,0,,,,XXX,XXX
10938290,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10938530,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,ST,1,1,1,0,,,,XXX,XXX
10938770,KG,2.3,2.3,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10939010,KG,3,3,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10939250,ST,0.5,0.5,KG,0,0,0,0,CM,KG,0.5,0.5,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939490,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939730,ST,0.18,0.18,KG,0,0,0,0,CM,KG,0.18,0.18,  ,0,ST,1,1,1,0,,,,XXX,XXX
10939970,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940210,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940450,ST,0.2,0.2,KG,0,0,0,0,CM,L,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940690,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10940930,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10941170,ST,0.5,0.5,KG,0,0,0,0,CM,L,0.5,0.5,  ,0,ST,1,1,1,0,,,,XXX,XXX
10941410,ST,0.31,0.31,KG,0,0,0,0,CM,KG,0.31,0.31,  ,0,ST,1,1,1,0,,,,XXX,XXX
10941890,ST,0.3,0.3,KG,0,0,0,0,CM,L,0.3,0.3,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942611,ST,0.045,0.045,KG,0,0,0,0,CM,KG,0.045,0.045,  ,0,ST,1,1,1,0,,,,XXX,XXX
10942851,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943091,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,ST,1,1,1,0,,,,XXX,XXX
10943571,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10944531,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945011,ST,0.2,0.2,KG,0,0,0,0,CM,L,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945251,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945491,ST,0.11,0.11,KG,0,0,0,0,CM,L,0.11,0.11,  ,0,ST,1,1,1,0,,,,XXX,XXX
10945731,KG,1,1,KG,1.54,22,7,10,CM,KG,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10945971,ST,0.05,0.05,KG,0,0,0,0,CM,KG,0.05,0.05,  ,0,ST,1,1,1,0,,,,XXX,XXX
10946211,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10946451,ST,0.2,0.2,KG,0,0,0,0,CM,KG,0.2,0.2,  ,0,ST,1,1,1,0,,,,XXX,XXX
10946931,ST,1,1,KG,0,0,0,0,CM,L,1,1,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947171,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947411,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10947891,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10948371,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10948611,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10948851,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10949571,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10949811,ST,0.72,0.72,KG,0,0,0,0,CM,KG,0.72,0.72,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10950051,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10950291,ST,0.45,0.45,KG,0,0,0,0,CM,KG,0.45,0.45,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10951011,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10951251,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10951491,ST,0.005,0.005,KG,0,0,0,0,CM,KG,0.005,0.005,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10951971,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10952691,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10953171,ST,0.08,0.08,KG,0,0,0,0,CM,KG,0.08,0.08,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10953411,ST,1.1,1.1,KG,0,0,0,0,CM,KG,1.1,1.1,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953651,ST,0.25,0.25,KG,0,0,0,0,CM,KG,0.25,0.25,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10953891,ST,0.23,0.23,KG,0,0,0,0,CM,KG,0.23,0.23,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10954131,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10954371,ST,0.1,0.1,KG,0,0,0,0,CM,L,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10954611,ST,0.045,0.045,KG,0,0,0,0,CM,KG,0.045,0.045,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10954851,ST,0.01,0.01,KG,0,0,0,0,CM,KG,0.01,0.01,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10955091,ST,0.148,0.148,KG,0,0,0,0,CM,KG,0.148,0.148,  ,0,ST,1,1,1,0,1,1,9600,XXX,XXX
10955571,ST,0,0,KG,0,0,0,0,CM,L,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10955811,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956051,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956291,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956531,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10956771,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957011,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957251,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957491,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957731,KG,1,1,KG,0,0,0,0,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10957971,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,6,6,0,XXX,XXX
10958211,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10958451,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10958691,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10958931,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959171,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10959651,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960371,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10960611,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10961331,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962051,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962291,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10962771,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963011,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963491,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10963971,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10964211,ST,0.1,0.1,KG,0,0,0,0,CM,KG,0,0,  ,0,OPA,1,1,1,0,1,1,9600,XXX,XXX
10964451,ST,0,0,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
