Produkt ID,Jednostka miary,Waga brutto,Waga netto,Jednostka wagi,Objetosc,Długosc,Szerokosc,Wysokosc,Indeks wymiar jednostka,Zawartosc,Zawartosc netto,Zawartosc brutto,Marka wlasna,OKRES_PRZYDATNOSCI_DNI,JEDNOSTKA_MIARY_MAGAZYN,LICZNIK_PRZELICZ_ZAWARTOSCI,MIANOWNIK_PRZELICZ_ZAWARTOSCI,PRZELICZNIK_ZAWARTOSCI,Liczba sztuk na palecie,Liczba sztuk w opakowaniu,Liczba sztuk w kartonie,Liczba sztuk w warstwie (palety),Cena zakupu,VAT
10983548,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10984028,KG,1,1,KG,0,0,0,0,,KG,1,1,  ,22,KG,1,1,1,0,,,,XXX,XXX
10984268,ST,0.55,0.5,KG,0.945,6,9,17.5,CM,L,0.5,0.5,  ,730,ST,1,1,1,0,,,,XXX,XXX
10984508,ST,0.3,0.3,KG,0,0,0,0,CM,KG,0.3,0.3,  ,1,ST,1,1,1,0,,,,XXX,XXX
10984748,ST,1.113,1,KG,1.152,7,7,23.5,CM,L,1,1,  ,21,OPA,6,1,6,600,6,6,150,XXX,XXX
10984988,ST,0.65,0.65,KG,1.644,9,29,6.3,CM,KG,0.6,0.6,  ,39,OPA,1,1,1,576,1,8,32,XXX,XXX
10985228,ST,0.092,0.096,KG,0.292,1.8,8.1,20,CM,,0,0,  ,0,OPA,1,1,1,3000,1,100,600,XXX,XXX
10985468,ST,1,1,KG,2.083,8.9,8.9,26.3,CM,L,1,1,  ,365,ST,1,1,1,0,,,,XXX,XXX
10985708,ST,0.53,0.53,KG,731.808,6.6,6.6,16.8,CM,L,0.5,0.5,  ,180,OPA,24,1,24,1728,24,24,216,XXX,XXX
10985948,ST,0.42,0.42,KG,1560,24,13,5,CM,KG,0.4,0.4,  ,15,OPA,2,1,2,432,2,6,72,XXX,XXX
10986188,ST,0.135,0.135,KG,0.254,8.4,8.4,3.6,CM,KG,0.135,0.135,  ,600,OPA,6,1,6,5040,6,6,126,XXX,XXX
10986428,ST,0.329,0.329,KG,1662.375,15.5,16.5,6.5,CM,KG,0.3,0.3,  ,14,OPA,1,1,1,560,1,4,56,XXX,XXX
10986668,ST,0.33,0.33,KG,581.571,5.7,5.7,17.9,CM,L,0.3,0.3,  ,270,OPA,12,1,12,2304,12,12,0,XXX,XXX
10986908,ST,0.009,0.009,KG,0,0,0,0,CM,KG,0,0,  ,0,ST,1,1,1,0,20,20,0,XXX,XXX
10987148,ST,0,0,KG,0,0,0,0,CM,KG,0.1,0.1,  ,0,ST,1,1,1,0,36,36,0,XXX,XXX
10987388,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10987868,ST,1.25,1.25,KG,2037.372,8.2,8.2,30.3,CM,L,0.75,0.75,  ,9999,OPA,1,1,1,630,1,6,126,XXX,XXX
10988108,ST,0.045,0.042,KG,0.351,1.5,13,18,CM,KG,0.04,0.04,  ,270,OPA,12,1,12,3024,12,36,432,XXX,XXX
10988588,ST,0,0,KG,0.125,5,5,5,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10989308,ST,0.153,0.153,KG,300,10,10,3,CM,KG,0.15,0.15,  ,20,OPA,2,1,2,1008,2,8,168,XXX,XXX
10989548,ST,1.013,1.012,KG,1225,7,10,17.5,CM,KG,1,1,  ,270,OPA,10,1,10,840,10,10,120,XXX,XXX
10989788,ST,0.443,0.443,KG,676,6.5,6.5,16,CM,L,0.4,0.4,  ,40,OPA,1,1,1,2160,1,6,216,XXX,XXX
10990028,ST,0.52,0.52,KG,646.947,6.3,6.3,16.3,CM,L,0.3,0.3,  ,182,ST,1,1,1,0,6,6,0,XXX,XXX
10990748,ST,0.052,0.052,KG,283.5,0.5,21,27,CM,,0,0,  ,9999,ST,1,1,1,0,1,1,0,XXX,XXX
10991228,ST,0.383,0.383,KG,485.875,6.5,6.5,11.5,CM,L,0.33,0.33,  ,480,ST,1,1,1,0,12,12,0,XXX,XXX
10991468,ST,0.299,0.28,KG,1680,24,14,5,CM,KG,0.24,0.24,  ,15,OPA,1,1,1,864,1,18,72,XXX,XXX
12000204,ST,0.05,0.05,KG,690,1,30,23,CM,KG,0,0,  ,9999,ST,1,1,1,0,1,1,0,XXX,XXX
12000444,ST,0.076,0.076,KG,612,6,6,17,CM,L,0.11,0.11,  ,360,OPA,24,1,24,3888,24,24,432,XXX,XXX
12000684,ST,0.419,0.419,KG,730.36,6.2,6.2,19,CM,KG,0.4,0.4,  ,20,OPA,5,1,5,1100,5,10,220,XXX,XXX
12000924,ST,0.1,0.1,KG,249.48,0.4,29.7,21,CM,,0,0,  ,9999,ST,1,1,1,0,1,1,0,XXX,XXX
12001164,ST,0.28,0.28,KG,459.8,5.5,5.5,15.2,CM,L,0.25,0.25,  ,30,OPA,1,1,1,2970,1,6,330,XXX,XXX
12001404,ST,0.02,0.02,KG,135,2.5,6,9,CM,,0,0,  ,0,OPA,1,1,1,0,1,1,0,XXX,XXX
12001644,ST,0.04,0.04,KG,845,5,13,13,CM,KG,0.04,0.04,  ,365,OPA,12,1,12,3456,12,72,864,XXX,XXX
12002124,ST,0.03,0.03,KG,716.8,3.2,14,16,CM,KG,0.024,0.024,  ,175,OPA,36,1,36,2160,36,36,144,XXX,XXX
12002364,ST,0.8,0.8,KG,1373.76,7.2,7.2,26.5,CM,L,0.75,0.75,  ,210,OPA,6,1,6,870,6,6,174,XXX,XXX
12003084,ST,1.08,1.08,KG,2023,8.5,8.5,28,CM,L,1,1,  ,183,OPA,12,1,12,660,12,12,132,XXX,XXX
12003564,ST,0.061,0.061,KG,151.8,0.8,11.5,16.5,CM,KG,0.058,0.058,  ,450,OPA,10,1,10,3200,10,10,400,XXX,XXX
12003804,ST,0.55,0.55,KG,773.968,6.1,6.1,20.8,CM,L,0.5,0.5,  ,270,OPA,6,1,6,0,6,6,0,XXX,XXX
18000055,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18000295,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18000535,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18000775,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18001015,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18001255,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18001495,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18001735,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
18001975,ST,0.1,0.1,KG,0,0,0,0,CM,,0,0,  ,100,OPA,1,1,1,0,1,1,0,XXX,XXX
20000006,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
20000246,KG,0,0,KG,0,0,0,0,CM,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
20000486,KG,0,0,KG,0,0,0,0,CM,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
20000726,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
60012696,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60013176,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60013656,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60013896,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60014136,ST,0.001,0.001,KG,0.001,0.1,0.1,0.1,CM,L,0,0,  ,0,ST,1,1,1,0,0,0,1,XXX,XXX
60020137,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60020377,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60020617,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60020857,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60021097,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60021337,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60021577,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60021817,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60022057,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
60022297,ST,0.1,0.1,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
70002609,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
70010289,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80100523,ST,0.001,0.001,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80201565,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80201805,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80210205,ST,0.1,0,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80210445,ST,0.1,0,KG,0.001,0.1,0.1,0.1,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80400288,ST,0.186,0.186,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
80401008,ST,0.08,0.08,KG,0.243,9,9,3,CM,KG,0.067,0.067,  ,180,ST,1,1,1,0,,,,XXX,XXX
9000000551,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000001271,ST,138,0,KG,1.416,920,665,2315,MM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000002231,ST,560,0,KG,7.353,3750,945,2075,MM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000002711,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000002951,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003191,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003431,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003671,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000003911,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004151,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004631,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000004871,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005111,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005351,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005591,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000005831,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006071,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006311,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006551,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000006791,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007031,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007271,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007511,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007751,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000007991,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008231,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008471,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008711,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000008951,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009191,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009431,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009671,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000009911,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010151,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010391,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010631,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000010871,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011111,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011351,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011591,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
9000011831,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000013,ST,0.23,0.23,KG,0.24,2.8,6.6,13,CM,L,0.1,0.1,  ,0,OPA,12,1,12,3456,12,12,0,XXX,XXX
10000253,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10000973,ST,0.05,0.05,KG,0.08,1,5,16,CM,KG,0.5,0.5,  ,0,ST,1,1,1,9800,20,20,0,XXX,XXX
10001213,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001453,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001693,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10001933,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002173,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002413,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002653,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10002893,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003133,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003373,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003613,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10003853,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004093,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004333,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004573,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10004813,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005293,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005533,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10005773,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006013,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006253,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006493,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006733,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10006973,ST,0.013,0.013,KG,0.074,1.5,5.5,9,CM,,0,0,  ,1095,OPA,4,1,4,7200,4,120,0,XXX,XXX
10007213,ST,0.17,0.17,KG,1.352,8,26,6.5,CM,,0,0,  ,0,ST,1,1,1,1344,24,24,0,XXX,XXX
10007453,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,10,10,0,XXX,XXX
10007693,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10007933,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008173,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008413,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008653,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10008893,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009133,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009373,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009613,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10009853,ST,0.02,0.02,KG,0.078,2,5.6,7,CM,,0,0,  ,0,OPA,10,1,10,4000,10,10,0,XXX,XXX
10900507,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10901227,ST,0.15,0.15,KG,1.365,14,15,6.5,CM,,0,0,  ,1095,OPA,1,1,1,600,1,1,0,XXX,XXX
10901707,ST,0.099,0.099,KG,0.238,3.3,19,3.8,CM,L,0.075,0.075,  ,1095,OPA,3,1,3,1920,3,48,0,XXX,XXX
10901947,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10902427,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10902907,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10903147,ST,0.1,0.1,KG,2.828,9.475,9.475,31.5,CM,KG,0.43,0.43,  ,21,ST,1,1,1,0,,,,XXX,XXX
10903627,ST,0.055,0.055,KG,0,0.43,0.25,0.7,CM,KG,0.055,0.055,  ,730,OPA,100,1,100,60000,100,1200,0,XXX,XXX
10904107,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10904587,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10905307,ST,0.85,0.85,KG,1.911,7,21,13,CM,KG,0.85,0.85,  ,0,ST,1,1,1,672,1,12,0,XXX,XXX
10906027,ST,0.7,0.7,KG,9.9,33,15,20,CM,,0,0,  ,0,ST,1,1,1,180,1,20,0,XXX,XXX
10906267,ST,0.79,0.79,KG,4.686,7.5,24.5,25.5,CM,,0,0,  ,0,ST,1,1,1,360,1,10,0,XXX,XXX
10906507,ST,0.2,0.2,KG,1.056,4,12,22,CM,,0,0,  ,0,ST,1,1,1,0,1,48,0,XXX,XXX
10906747,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10907227,ST,0.55,0.55,KG,4.41,6,49,15,CM,,0,0,  ,0,ST,1,1,1,288,1,48,0,XXX,XXX
10907467,ST,0.71,0.71,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,24,0,XXX,XXX
10907707,ST,2.612,2.612,KG,2.432,23,23.5,4.5,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10908187,ST,0.411,0.411,KG,0.375,5,5,15,CM,,0,0,  ,0,ST,1,1,1,0,1,4,0,XXX,XXX
10908427,ST,0.225,0.225,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,6,0,XXX,XXX
10908667,ST,1,1,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,10,0,XXX,XXX
10908907,ST,1.166,1.166,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10909147,ST,0.45,0.45,KG,0.588,2,21,14,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10909387,ST,1.3,1.3,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,6,0,XXX,XXX
10909627,ST,0.04,0.04,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,24,0,XXX,XXX
10909867,ST,0.5,0.5,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,20,0,XXX,XXX
10910107,ST,0.15,0.15,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,24,0,XXX,XXX
10910347,ST,0.07,0.07,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,216,0,XXX,XXX
10910587,ST,0.08,0.08,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,100,0,XXX,XXX
10910827,ST,0.05,0.05,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,30,0,XXX,XXX
10911067,ST,1.5,1.5,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10911307,ST,0.08,0.08,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10911547,ST,0.113,0.113,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,36,0,XXX,XXX
10911787,ST,0.28,0.28,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,20,0,XXX,XXX
10912267,ST,0.09,0.09,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,200,0,XXX,XXX
10912507,ST,1.897,1.897,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10912747,ST,0.042,0.042,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,6,0,XXX,XXX
10912987,ST,0.102,0.102,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,1,12,0,XXX,XXX
10914187,ST,0.53,0.53,KG,0.696,6.4,6.4,17,CM,L,0.5,0.5,  ,180,OPA,24,1,24,1512,24,24,0,XXX,XXX
10914907,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,1,1,0,XXX,XXX
10915867,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10917067,KG,1,0,KG,0,0,0,0,,,0,0,  ,0,KG,1,1,1,0,,,,XXX,XXX
10917307,ST,0.341,0.341,KG,0.684,6,6,19,CM,L,0.3,0.3,  ,274,OPA,12,1,12,1512,12,12,0,XXX,XXX
10917547,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10917787,ST,0.168,0.168,KG,1.596,7,12,19,CM,KG,0.165,0.165,  ,240,OPA,12,1,12,768,12,12,0,XXX,XXX
10918507,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10918987,ST,0,0,KG,0,0,0,0,,,0,0,  ,9999,ST,1,1,1,0,,,,XXX,XXX
10919227,ST,0,0,KG,0,0,0,0,,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10919467,ST,0.506,0.506,KG,2.352,7,12,28,CM,KG,0.5,0.5,  ,1080,OPA,6,1,6,480,6,6,60,XXX,XXX
10920187,ST,0.053,0.053,KG,0.284,1.4,12.7,16,CM,KG,0.049,0.049,  ,270,ST,1,1,1,2400,20,20,400,XXX,XXX
10920427,ST,0.087,0.087,KG,0.651,4,10.5,15.5,CM,KG,0.08,0.08,  ,547,ST,1,1,1,2880,24,24,360,XXX,XXX
10921147,ST,0.668,0.668,KG,1.978,21.7,21.7,4.2,CM,KG,0.3,0.3,  ,225,OPA,1,1,1,504,1,4,84,XXX,XXX
10921867,KG,1,1,KG,0.512,8,8,8,CM,KG,1,1,  ,0,KG,1,1,1,0,,,,XXX,XXX
10922107,KG,1,1,KG,0.378,18,7,3,CM,KG,1,1,  ,4,KG,1,1,1,0,,,,XXX,XXX
10923067,ST,1.09,1.09,KG,1.96,5.6,12.5,28,CM,L,1,1,  ,730,OPA,12,1,12,480,12,12,96,XXX,XXX
10923307,KG,1,1,KG,2.304,36,8,8,CM,KG,1,1,  ,35,KG,1,1,1,0,,,,XXX,XXX
10923547,ST,1,1,KG,0.988,9.5,6.3,16.5,CM,L,1,1,  ,180,OPA,12,1,12,0,12,12,0,XXX,XXX
10923787,ST,0,0,KG,0,0,0,0,CM,ST,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10924027,ST,0,0,KG,0,0,0,0,CM,,0,0,  ,0,ST,1,1,1,0,,,,XXX,XXX
10924267,KG,1,1,KG,1.44,18,10,8,CM,KG,1,1,  ,21,KG,1,1,1,0,,,,XXX,XXX
10924507,ST,0.36,0.36,KG,0.98,20,8.6,5.7,CM,KG,0.35,0.36,  ,49,ST,1,1,1,0,16,16,0,XXX,XXX
