product_id,shops
10988489,"12,1,14,10,11,13,15"
10987721,"12,1,14,10,11,13,15"
10984315,"12,1,14,10,11,13,15"
12000276,"12,1,14,10,11,13,15"
10930407,"12,1,14,10,11,13,15"
10971287,"12,1,14,10,11,13,15"
10918478,"12,1,14,10,11,13,15"
10988718,"12,1,14,10,11,13,15"
10983240,"12,1,14,10,11,13,15"
20000270,"12,1,14,10,11,13,15"
10917711,"12,1,14,10,11,13,15"
10937212,"12,1,14,10,11,13,15"
12000512,"12,1,14,10,11,13,15"
10932183,"12,1,14,10,11,13,15"
10931625,"12,1,14,10,11,13,15"
10930566,"12,1,14,10,11,13,15"
10905712,"12,1,14,10,11,13,15"
10988215,"12,1,14,10,11,13,15"
10005456,"12,1,14,10,11,13,15"
10990966,"12,1,14,10,11,13,15"
10007201,"12,1,14,10,11,13,15"
10900164,"12,1,14,10,11,13,15"
10988174,"12,1,14,10,11,13,15"
10990254,"12,1,14,10,11,13,15"
10931687,"12,1,14,10,11,13,15"
12003607,"12,1,14,10,11,13,15"
10930658,"12,1,14,10,11,13,15"
12000578,"12,1,14,10,11,13,15"
10984569,"12,1,14,10,11,13,15"
10926841,"12,1,14,10,11,13,15"
10927861,"12,1,14,10,11,13,15"
10928751,"12,1,14,10,11,13,15"
10990123,"12,1,14,10,11,13,15"
10902584,"12,1,14,10,11,13,15"
12000754,"12,1,14,10,11,13,15"
10969745,"12,1,14,10,11,13,15"
10984576,"12,1,14,10,11,13,15"
10918477,"12,1,14,10,11,13,15"
10004028,"12,1,14,10,11,13,15"
10971548,"12,1,14,10,11,13,15"
10989989,"12,1,14,10,11,13,15"
10931720,"12,1,14,10,11,13,15"
10988250,"12,1,14,10,11,13,15"
10902031,"12,1,14,10,11,13,15"
10915631,"12,1,14,10,11,13,15"
10932041,"12,1,14,10,11,13,15"
10988191,"12,1,14,10,11,13,15"
10988332,"12,1,14,10,11,13,15"
12000742,"12,1,14,10,11,13,15"
10984584,"12,1,14,10,11,13,15"
10901235,"12,1,14,10,11,13,15"
10920926,"12,1,14,10,11,13,15"
12001896,"12,1,14,10,11,13,15"
10990967,"12,1,14,10,11,13,15"
10990928,"12,1,14,10,11,13,15"
10920360,"12,1,14,10,11,13,15"
10000601,"12,1,14,10,11,13,15"
10920961,"12,1,14,10,11,13,15"
12000541,"12,1,14,10,11,13,15"
12002071,"12,1,14,10,11,13,15"
10969902,"12,1,14,10,11,13,15"
10982053,"12,1,14,10,11,13,15"
10920754,"12,1,14,10,11,13,15"
10986467,"12,1,14,10,11,13,15"
10915848,"12,1,14,10,11,13,15"
10988688,"12,1,14,10,11,13,15"
12003020,"12,1,14,10,11,13,15"
10975891,"12,1,14,10,11,13,15"
12000574,"12,1,14,10,11,13,15"
10986446,"12,1,14,10,11,13,15"
12000228,"12,1,14,10,11,13,15"
10988209,"12,1,14,10,11,13,15"
12003620,"12,1,14,10,11,13,15"
10903371,"12,1,14,10,11,13,15"
10915082,"12,1,14,10,11,13,15"
10931232,"12,1,14,10,11,13,15"
12001243,"12,1,14,10,11,13,15"
12000127,"12,1,14,10,11,13,15"
12000598,"12,1,14,10,11,13,15"
10987813,"12,1,14,10,11,13,15"
10987843,"12,1,14,10,11,13,15"
80401318,"12,1,14,10,11,13,15"
10930989,"12,1,14,10,11,13,15"
10928373,"12,1,14,10,11,13,15"
10980424,"12,1,14,10,11,13,15"
12001204,"12,1,14,10,11,13,15"
10905727,"12,1,14,10,11,13,15"
10971277,"12,1,14,10,11,13,15"
10988157,"12,1,14,10,11,13,15"
10986308,"12,1,14,10,11,13,15"
10901739,"12,1,14,10,11,13,15"
10919009,"12,1,14,10,11,13,15"
10949800,"12,1,14,10,11,13,15"
80400470,"12,1,14,10,11,13,15"
10915513,"12,1,14,10,11,13,15"
10988774,"12,1,14,10,11,13,15"
12001854,"12,1,14,10,11,13,15"
10952726,"12,1,14,10,11,13,15"
10974956,"12,1,14,10,11,13,15"
20000118,"12,1,14,10,11,13,15"
10989710,"12,1,14,10,11,13,15"
10931091,"12,1,14,10,11,13,15"
10988491,"12,1,14,10,11,13,15"
12000724,"12,1,14,10,11,13,15"
12000755,"12,1,14,10,11,13,15"
10932699,"12,1,14,10,11,13,15"
10931251,"12,1,14,10,11,13,15"
10988001,"12,1,14,10,11,13,15"
10991421,"12,1,14,10,11,13,15"
10987952,"12,1,14,10,11,13,15"
10930055,"12,1,14,10,11,13,15"
10931546,"12,1,14,10,11,13,15"
10990066,"12,1,14,10,11,13,15"
80401076,"12,1,14,10,11,13,15"
10991087,"12,1,14,10,11,13,15"
10903788,"12,1,14,10,11,13,15"
10986540,"12,1,14,10,11,13,15"
10983821,"12,1,14,10,11,13,15"
10926132,"12,1,14,10,11,13,15"
10984702,"12,1,14,10,11,13,15"
10926133,"12,1,14,10,11,13,15"
10918245,"12,1,14,10,11,13,15"
10987695,"12,1,14,10,11,13,15"
10989365,"12,1,14,10,11,13,15"
12000505,"12,1,14,10,11,13,15"
12001655,"12,1,14,10,11,13,15"
10932376,"12,1,14,10,11,13,15"
10977809,"12,1,14,10,11,13,15"
12000229,"12,1,14,10,11,13,15"
10931580,"12,1,14,10,11,13,15"
80401131,"12,1,14,10,11,13,15"
10001094,"12,1,14,10,11,13,15"
10916694,"12,1,14,10,11,13,15"
10915495,"12,1,14,10,11,13,15"
12000165,"12,1,14,10,11,13,15"
10927746,"12,1,14,10,11,13,15"
10985816,"12,1,14,10,11,13,15"
10915199,"12,1,14,10,11,13,15"
10930599,"12,1,14,10,11,13,15"
10989509,"12,1,14,10,11,13,15"
10988950,"12,1,14,10,11,13,15"
10001013,"12,1,14,10,11,13,15"
10903993,"12,1,14,10,11,13,15"
12000373,"12,1,14,10,11,13,15"
12000713,"12,1,14,10,11,13,15"
10905717,"12,1,14,10,11,13,15"
10932008,"12,1,14,10,11,13,15"
10931999,"12,1,14,10,11,13,15"
10989240,"12,1,14,10,11,13,15"
10921071,"12,1,14,10,11,13,15"
10929941,"12,1,14,10,11,13,15"
10989252,"12,1,14,10,11,13,15"
12000253,"12,1,14,10,11,13,15"
80410203,"12,1,14,10,11,13,15"
10984545,"12,1,14,10,11,13,15"
10978728,"12,1,14,10,11,13,15"
10928931,"12,1,14,10,11,13,15"
10929211,"12,1,14,10,11,13,15"
10000792,"12,1,14,10,11,13,15"
10932142,"12,1,14,10,11,13,15"
10987402,"12,1,14,10,11,13,15"
10989872,"12,1,14,10,11,13,15"
10900593,"12,1,14,10,11,13,15"
10901453,"12,1,14,10,11,13,15"
10990873,"12,1,14,10,11,13,15"
12002124,"12,1,14,10,11,13,15"
10932075,"12,1,14,10,11,13,15"
10918968,"12,1,14,10,11,13,15"
10007509,"12,1,14,10,11,13,15"
12001969,"12,1,14,10,11,13,15"
